Date,KeyStatistic,CA,CAQF,MainClientGroup,MainClientGroupQF,Sector,SectorQF,Unit,Value,ValueQF
20100331,Number of Registered Places,S12000029,,Learning Disabilities,,All Sectors,,Number,143,
20100331,Number of Registered Places,S12000030,,Learning Disabilities,,All Sectors,,Number,68,
20100331,Number of Registered Places,S12000033,,Learning Disabilities,,All Sectors,,Number,233,
20100331,Number of Registered Places,S12000034,,Learning Disabilities,,All Sectors,,Number,200,
20100331,Number of Registered Places,S12000035,,Learning Disabilities,,All Sectors,,Number,22,
20100331,Number of Registered Places,S12000036,,Learning Disabilities,,All Sectors,,Number,194,
20100331,Number of Registered Places,S12000038,,Learning Disabilities,,All Sectors,,Number,82,
20100331,Number of Registered Places,S12000039,,Learning Disabilities,,All Sectors,,Number,10,
20100331,Number of Registered Places,S12000040,,Learning Disabilities,,All Sectors,,Number,91,
20100331,Number of Registered Places,S12000041,,Learning Disabilities,,All Sectors,,Number,117,
20100331,Number of Registered Places,S12000042,,Learning Disabilities,,All Sectors,,Number,133,
20100331,Number of Registered Places,S12000045,,Learning Disabilities,,All Sectors,,Number,16,
20100331,Number of Registered Places,S12000047,,Learning Disabilities,,All Sectors,,Number,48,
20100331,Number of Registered Places,S12000048,,Learning Disabilities,,All Sectors,,Number,96,
20100331,Number of Registered Places,S12000049,,Learning Disabilities,,All Sectors,,Number,114,
20100331,Number of Registered Places,S12000050,,Learning Disabilities,,All Sectors,,Number,49,
20100331,Number of Registered Places,S92000003,d,Learning Disabilities,,All Sectors,d,Number,2573,
20100331,Number of Registered Places,S92000003,,Learning Disabilities,,Local Authority/Health Board Sectors,,Number,287,
20100331,Number of Registered Places,S92000003,,Learning Disabilities,,Private Sector,,Number,970,
20100331,Number of Registered Places,S92000003,,Learning Disabilities,,Voluntary or Not for Profit Sector,,Number,1316,
20100331,Number of Registered Places,S12000005,,Mental Health Problems,,All Sectors,,Number,14,
20100331,Number of Registered Places,S12000006,,Mental Health Problems,,All Sectors,,Number,85,
20100331,Number of Registered Places,S12000008,,Mental Health Problems,,All Sectors,,Number,25,
20100331,Number of Registered Places,S12000010,,Mental Health Problems,,All Sectors,,Number,0,
20100331,Number of Registered Places,S12000011,,Mental Health Problems,,All Sectors,,Number,0,
20100331,Number of Registered Places,S12000013,,Mental Health Problems,,All Sectors,,Number,0,
20100331,Number of Registered Places,S12000014,,Mental Health Problems,,All Sectors,,Number,48,
20100331,Number of Registered Places,S12000017,,Mental Health Problems,,All Sectors,,Number,109,
20100331,Number of Registered Places,S12000018,,Mental Health Problems,,All Sectors,,Number,9,
20100331,Number of Registered Places,S12000019,,Mental Health Problems,,All Sectors,,Number,0,
20100331,Number of Registered Places,S12000020,,Mental Health Problems,,All Sectors,,Number,20,
20100331,Number of Registered Places,S12000021,,Mental Health Problems,,All Sectors,,Number,8,
20100331,Number of Registered Places,S12000023,,Mental Health Problems,,All Sectors,,Number,0,
20100331,Number of Registered Places,S12000026,,Mental Health Problems,,All Sectors,,Number,0,
20100331,Number of Registered Places,S12000027,,Mental Health Problems,,All Sectors,,Number,0,
20100331,Number of Registered Places,S12000028,,Mental Health Problems,,All Sectors,,Number,0,
20100331,Number of Registered Places,S12000029,,Mental Health Problems,,All Sectors,,Number,6,
20100331,Number of Registered Places,S12000030,,Mental Health Problems,,All Sectors,,Number,64,
20100331,Number of Registered Places,S12000033,,Mental Health Problems,,All Sectors,,Number,125,
20100331,Number of Registered Places,S12000034,,Mental Health Problems,,All Sectors,,Number,12,
20100331,Number of Registered Places,S12000035,,Mental Health Problems,,All Sectors,,Number,0,
20100331,Number of Registered Places,S12000036,,Mental Health Problems,,All Sectors,,Number,94,
20100331,Number of Registered Places,S12000038,,Mental Health Problems,,All Sectors,,Number,60,
20100331,Number of Registered Places,S12000039,,Mental Health Problems,,All Sectors,,Number,0,
20100331,Number of Registered Places,S12000040,,Mental Health Problems,,All Sectors,,Number,0,
20100331,Number of Registered Places,S12000041,,Mental Health Problems,,All Sectors,,Number,0,
20100331,Number of Registered Places,S12000042,,Mental Health Problems,,All Sectors,,Number,0,
20100331,Number of Registered Places,S12000045,,Mental Health Problems,,All Sectors,,Number,28,
20100331,Number of Registered Places,S12000047,,Mental Health Problems,,All Sectors,,Number,72,
20100331,Number of Registered Places,S12000048,,Mental Health Problems,,All Sectors,,Number,0,
20100331,Number of Registered Places,S12000049,,Mental Health Problems,,All Sectors,,Number,305,
20100331,Number of Registered Places,S12000050,,Mental Health Problems,,All Sectors,,Number,98,
20100331,Number of Registered Places,S92000003,d,Mental Health Problems,,All Sectors,d,Number,1182,
20100331,Number of Registered Places,S92000003,,Mental Health Problems,,Local Authority/Health Board Sectors,,Number,57,
20100331,Number of Registered Places,S92000003,,Mental Health Problems,,Private Sector,,Number,434,
20100331,Number of Registered Places,S92000003,,Mental Health Problems,,Voluntary or Not for Profit Sector,,Number,691,
20100331,Number of Registered Places,S12000005,,Older People Aged 65 and Older,,All Sectors,d,Number,222,
20100331,Number of Registered Places,S12000005,,Older People Aged 65 and Older,,Local Authority/Health Board Sectors,,Number,52,
20100331,Number of Registered Places,S12000005,,Older People Aged 65 and Older,,Private Sector,,Number,170,
20100331,Number of Registered Places,S12000005,,Older People Aged 65 and Older,,Voluntary or Not for Profit Sector,,Number,0,
20100331,Number of Registered Places,S12000006,,Older People Aged 65 and Older,,All Sectors,d,Number,1202,
20100331,Number of Registered Places,S12000006,,Older People Aged 65 and Older,,Local Authority/Health Board Sectors,,Number,0,
20100331,Number of Registered Places,S12000006,,Older People Aged 65 and Older,,Private Sector,,Number,898,
20100331,Number of Registered Places,S12000006,,Older People Aged 65 and Older,,Voluntary or Not for Profit Sector,,Number,304,
20100331,Number of Registered Places,S12000008,,Older People Aged 65 and Older,,All Sectors,d,Number,933,
20100331,Number of Registered Places,S12000008,,Older People Aged 65 and Older,,Local Authority/Health Board Sectors,,Number,10,
20100331,Number of Registered Places,S12000008,,Older People Aged 65 and Older,,Private Sector,,Number,923,
20100331,Number of Registered Places,S12000008,,Older People Aged 65 and Older,,Voluntary or Not for Profit Sector,,Number,0,
20100331,Number of Registered Places,S12000010,,Older People Aged 65 and Older,,All Sectors,d,Number,658,
20100331,Number of Registered Places,S12000010,,Older People Aged 65 and Older,,Local Authority/Health Board Sectors,,Number,155,
20100331,Number of Registered Places,S12000010,,Older People Aged 65 and Older,,Private Sector,,Number,445,
20100331,Number of Registered Places,S12000010,,Older People Aged 65 and Older,,Voluntary or Not for Profit Sector,,Number,58,
20100331,Number of Registered Places,S12000011,,Older People Aged 65 and Older,,All Sectors,d,Number,626,
20100331,Number of Registered Places,S12000011,,Older People Aged 65 and Older,,Local Authority/Health Board Sectors,,Number,34,
20100331,Number of Registered Places,S12000011,,Older People Aged 65 and Older,,Private Sector,,Number,397,
20100331,Number of Registered Places,S12000011,,Older People Aged 65 and Older,,Voluntary or Not for Profit Sector,,Number,195,
20100331,Number of Registered Places,S12000013,,Older People Aged 65 and Older,,All Sectors,d,Number,216,
20100331,Number of Registered Places,S12000013,,Older People Aged 65 and Older,,Local Authority/Health Board Sectors,,Number,137,
20100331,Number of Registered Places,S12000013,,Older People Aged 65 and Older,,Private Sector,,Number,40,
20100331,Number of Registered Places,S12000013,,Older People Aged 65 and Older,,Voluntary or Not for Profit Sector,,Number,39,
20100331,Number of Registered Places,S12000014,,Older People Aged 65 and Older,,All Sectors,d,Number,987,
20100331,Number of Registered Places,S12000014,,Older People Aged 65 and Older,,Local Authority/Health Board Sectors,,Number,144,
20100331,Number of Registered Places,S12000014,,Older People Aged 65 and Older,,Private Sector,,Number,794,
20100331,Number of Registered Places,S12000014,,Older People Aged 65 and Older,,Voluntary or Not for Profit Sector,,Number,49,
20100331,Number of Registered Places,S12000017,,Older People Aged 65 and Older,,All Sectors,d,Number,1902,
20100331,Number of Registered Places,S12000017,,Older People Aged 65 and Older,,Local Authority/Health Board Sectors,,Number,289,
20100331,Number of Registered Places,S12000017,,Older People Aged 65 and Older,,Private Sector,,Number,1436,
20100331,Number of Registered Places,S12000017,,Older People Aged 65 and Older,,Voluntary or Not for Profit Sector,,Number,177,
20100331,Number of Registered Places,S12000018,,Older People Aged 65 and Older,,All Sectors,d,Number,784,
20100331,Number of Registered Places,S12000018,,Older People Aged 65 and Older,,Local Authority/Health Board Sectors,,Number,3,
20100331,Number of Registered Places,S12000018,,Older People Aged 65 and Older,,Private Sector,,Number,577,
20100331,Number of Registered Places,S12000018,,Older People Aged 65 and Older,,Voluntary or Not for Profit Sector,,Number,204,
20100331,Number of Registered Places,S12000019,,Older People Aged 65 and Older,,All Sectors,d,Number,589,
20100331,Number of Registered Places,S12000019,,Older People Aged 65 and Older,,Local Authority/Health Board Sectors,,Number,146,
20100331,Number of Registered Places,S12000019,,Older People Aged 65 and Older,,Private Sector,,Number,397,
20100331,Number of Registered Places,S12000019,,Older People Aged 65 and Older,,Voluntary or Not for Profit Sector,,Number,46,
20100331,Number of Registered Places,S12000020,,Older People Aged 65 and Older,,All Sectors,d,Number,570,
20100331,Number of Registered Places,S12000020,,Older People Aged 65 and Older,,Local Authority/Health Board Sectors,,Number,0,
20100331,Number of Registered Places,S12000020,,Older People Aged 65 and Older,,Private Sector,,Number,514,
20100331,Number of Registered Places,S12000020,,Older People Aged 65 and Older,,Voluntary or Not for Profit Sector,,Number,56,
20100331,Number of Registered Places,S12000021,,Older People Aged 65 and Older,,All Sectors,d,Number,1144,
20100331,Number of Registered Places,S12000021,,Older People Aged 65 and Older,,Local Authority/Health Board Sectors,,Number,73,
20100331,Number of Registered Places,S12000021,,Older People Aged 65 and Older,,Private Sector,,Number,968,
20100331,Number of Registered Places,S12000021,,Older People Aged 65 and Older,,Voluntary or Not for Profit Sector,,Number,103,
20100331,Number of Registered Places,S12000023,,Older People Aged 65 and Older,,All Sectors,d,Number,131,
20100331,Number of Registered Places,S12000023,,Older People Aged 65 and Older,,Local Authority/Health Board Sectors,,Number,115,
20100331,Number of Registered Places,S12000023,,Older People Aged 65 and Older,,Private Sector,,Number,16,
20100331,Number of Registered Places,S12000023,,Older People Aged 65 and Older,,Voluntary or Not for Profit Sector,,Number,0,
20100331,Number of Registered Places,S12000026,,Older People Aged 65 and Older,,All Sectors,d,Number,750,
20100331,Number of Registered Places,S12000026,,Older People Aged 65 and Older,,Local Authority/Health Board Sectors,,Number,203,
20100331,Number of Registered Places,S12000026,,Older People Aged 65 and Older,,Private Sector,,Number,473,
20100331,Number of Registered Places,S12000026,,Older People Aged 65 and Older,,Voluntary or Not for Profit Sector,,Number,74,
20100331,Number of Registered Places,S12000027,,Older People Aged 65 and Older,,All Sectors,d,Number,154,
20100331,Number of Registered Places,S12000027,,Older People Aged 65 and Older,,Local Authority/Health Board Sectors,,Number,138,
20100331,Number of Registered Places,S12000027,,Older People Aged 65 and Older,,Private Sector,,Number,0,
20100331,Number of Registered Places,S12000027,,Older People Aged 65 and Older,,Voluntary or Not for Profit Sector,,Number,16,
20100331,Number of Registered Places,S12000028,,Older People Aged 65 and Older,,All Sectors,d,Number,956,
20100331,Number of Registered Places,S12000028,,Older People Aged 65 and Older,,Local Authority/Health Board Sectors,,Number,54,
20100331,Number of Registered Places,S12000028,,Older People Aged 65 and Older,,Private Sector,,Number,805,
20100331,Number of Registered Places,S12000028,,Older People Aged 65 and Older,,Voluntary or Not for Profit Sector,,Number,97,
20100331,Number of Registered Places,S12000029,,Older People Aged 65 and Older,,All Sectors,d,Number,2896,
20100331,Number of Registered Places,S12000029,,Older People Aged 65 and Older,,Local Authority/Health Board Sectors,,Number,326,
20100331,Number of Registered Places,S12000029,,Older People Aged 65 and Older,,Private Sector,,Number,2164,
20100331,Number of Registered Places,S12000029,,Older People Aged 65 and Older,,Voluntary or Not for Profit Sector,,Number,406,
20100331,Number of Registered Places,S12000030,,Older People Aged 65 and Older,,All Sectors,d,Number,633,
20100331,Number of Registered Places,S12000030,,Older People Aged 65 and Older,,Local Authority/Health Board Sectors,,Number,67,
20100331,Number of Registered Places,S12000030,,Older People Aged 65 and Older,,Private Sector,,Number,520,
20100331,Number of Registered Places,S12000030,,Older People Aged 65 and Older,,Voluntary or Not for Profit Sector,,Number,46,
20100331,Number of Registered Places,S12000033,,Older People Aged 65 and Older,,All Sectors,d,Number,1709,
20100331,Number of Registered Places,S12000033,,Older People Aged 65 and Older,,Local Authority/Health Board Sectors,,Number,205,
20100331,Number of Registered Places,S12000033,,Older People Aged 65 and Older,,Private Sector,,Number,1276,
20100331,Number of Registered Places,S12000033,,Older People Aged 65 and Older,,Voluntary or Not for Profit Sector,,Number,228,
20100331,Number of Registered Places,S12000034,,Older People Aged 65 and Older,,All Sectors,d,Number,1865,
20100331,Number of Registered Places,S12000034,,Older People Aged 65 and Older,,Local Authority/Health Board Sectors,,Number,279,
20100331,Number of Registered Places,S12000034,,Older People Aged 65 and Older,,Private Sector,,Number,1420,
20100331,Number of Registered Places,S12000034,,Older People Aged 65 and Older,,Voluntary or Not for Profit Sector,,Number,166,
20100331,Number of Registered Places,S12000035,,Older People Aged 65 and Older,,All Sectors,d,Number,603,
20100331,Number of Registered Places,S12000035,,Older People Aged 65 and Older,,Local Authority/Health Board Sectors,,Number,102,
20100331,Number of Registered Places,S12000035,,Older People Aged 65 and Older,,Private Sector,,Number,422,
20100331,Number of Registered Places,S12000035,,Older People Aged 65 and Older,,Voluntary or Not for Profit Sector,,Number,79,
20100331,Number of Registered Places,S12000036,,Older People Aged 65 and Older,,All Sectors,d,Number,3115,
20100331,Number of Registered Places,S12000036,,Older People Aged 65 and Older,,Local Authority/Health Board Sectors,,Number,552,
20100331,Number of Registered Places,S12000036,,Older People Aged 65 and Older,,Private Sector,,Number,1885,
20100331,Number of Registered Places,S12000036,,Older People Aged 65 and Older,,Voluntary or Not for Profit Sector,,Number,678,
20100331,Number of Registered Places,S12000038,,Older People Aged 65 and Older,,All Sectors,d,Number,1374,
20100331,Number of Registered Places,S12000038,,Older People Aged 65 and Older,,Local Authority/Health Board Sectors,,Number,210,
20100331,Number of Registered Places,S12000038,,Older People Aged 65 and Older,,Private Sector,,Number,914,
20100331,Number of Registered Places,S12000038,,Older People Aged 65 and Older,,Voluntary or Not for Profit Sector,,Number,250,
20100331,Number of Registered Places,S12000039,,Older People Aged 65 and Older,,All Sectors,d,Number,610,
20100331,Number of Registered Places,S12000039,,Older People Aged 65 and Older,,Local Authority/Health Board Sectors,,Number,196,
20100331,Number of Registered Places,S12000039,,Older People Aged 65 and Older,,Private Sector,,Number,414,
20100331,Number of Registered Places,S12000039,,Older People Aged 65 and Older,,Voluntary or Not for Profit Sector,,Number,0,
20100331,Number of Registered Places,S12000040,,Older People Aged 65 and Older,,All Sectors,d,Number,870,
20100331,Number of Registered Places,S12000040,,Older People Aged 65 and Older,,Local Authority/Health Board Sectors,,Number,141,
20100331,Number of Registered Places,S12000040,,Older People Aged 65 and Older,,Private Sector,,Number,703,
