Date,KeyStatistic,CA,CAQF,MainClientGroup,MainClientGroupQF,Sector,SectorQF,Unit,Value,ValueQF
20100331,Number of Long Stay Residents,S12000038,,All Adults,d,Local Authority/Health Board Sectors,,Number,188,
20100331,Number of Long Stay Residents,S12000038,,All Adults,d,Private Sector,,Number,851,
20100331,Number of Long Stay Residents,S12000038,,All Adults,d,Voluntary or Not for Profit Sector,,Number,251,
20100331,Number of Long Stay Residents,S12000039,,All Adults,d,All Sectors,d,Number,558,
20100331,Number of Long Stay Residents,S12000039,,All Adults,d,Local Authority/Health Board Sectors,,Number,180,
20100331,Number of Long Stay Residents,S12000039,,All Adults,d,Private Sector,,Number,,c
20100331,Number of Long Stay Residents,S12000039,,All Adults,d,Voluntary or Not for Profit Sector,,Number,,c
20100331,Number of Long Stay Residents,S12000040,,All Adults,d,All Sectors,d,Number,841,
20100331,Number of Long Stay Residents,S12000040,,All Adults,d,Local Authority/Health Board Sectors,,Number,109,
20100331,Number of Long Stay Residents,S12000040,,All Adults,d,Private Sector,,Number,667,
20100331,Number of Long Stay Residents,S12000040,,All Adults,d,Voluntary or Not for Profit Sector,,Number,65,
20100331,Number of Long Stay Residents,S12000041,,All Adults,d,All Sectors,d,Number,1025,
20100331,Number of Long Stay Residents,S12000041,,All Adults,d,Local Authority/Health Board Sectors,,Number,117,
20100331,Number of Long Stay Residents,S12000041,,All Adults,d,Private Sector,,Number,859,
20100331,Number of Long Stay Residents,S12000041,,All Adults,d,Voluntary or Not for Profit Sector,,Number,,c
20100331,Number of Long Stay Residents,S12000042,,All Adults,d,All Sectors,d,Number,1042,
20100331,Number of Long Stay Residents,S12000042,,All Adults,d,Local Authority/Health Board Sectors,,Number,132,
20100331,Number of Long Stay Residents,S12000042,,All Adults,d,Private Sector,,Number,827,
20100331,Number of Long Stay Residents,S12000042,,All Adults,d,Voluntary or Not for Profit Sector,,Number,,c
20100331,Number of Long Stay Residents,S12000045,,All Adults,d,All Sectors,d,Number,425,
20100331,Number of Long Stay Residents,S12000045,,All Adults,d,Local Authority/Health Board Sectors,,Number,11,
20100331,Number of Long Stay Residents,S12000045,,All Adults,d,Private Sector,,Number,409,
20100331,Number of Long Stay Residents,S12000045,,All Adults,d,Voluntary or Not for Profit Sector,,Number,5,
20100331,Number of Long Stay Residents,S12000047,,All Adults,d,All Sectors,d,Number,2422,
20100331,Number of Long Stay Residents,S12000047,,All Adults,d,Local Authority/Health Board Sectors,,Number,268,
20100331,Number of Long Stay Residents,S12000047,,All Adults,d,Private Sector,,Number,1989,
20100331,Number of Long Stay Residents,S12000047,,All Adults,d,Voluntary or Not for Profit Sector,,Number,165,
20100331,Number of Long Stay Residents,S12000048,,All Adults,d,All Sectors,d,Number,1417,
20100331,Number of Long Stay Residents,S12000048,,All Adults,d,Local Authority/Health Board Sectors,,Number,82,
20100331,Number of Long Stay Residents,S12000048,,All Adults,d,Private Sector,,Number,1026,
20100331,Number of Long Stay Residents,S12000048,,All Adults,d,Voluntary or Not for Profit Sector,,Number,309,
20100331,Number of Long Stay Residents,S12000049,,All Adults,d,All Sectors,d,Number,4172,
20100331,Number of Long Stay Residents,S12000049,,All Adults,d,Local Authority/Health Board Sectors,,Number,536,
20100331,Number of Long Stay Residents,S12000049,,All Adults,d,Private Sector,,Number,2729,
20100331,Number of Long Stay Residents,S12000049,,All Adults,d,Voluntary or Not for Profit Sector,,Number,907,
20100331,Number of Long Stay Residents,S12000050,,All Adults,d,All Sectors,d,Number,1812,
20100331,Number of Long Stay Residents,S12000050,,All Adults,d,Local Authority/Health Board Sectors,,Number,207,
20100331,Number of Long Stay Residents,S12000050,,All Adults,d,Private Sector,,Number,1586,
20100331,Number of Long Stay Residents,S12000050,,All Adults,d,Voluntary or Not for Profit Sector,,Number,19,
20100331,Number of Long Stay Residents,S92000003,d,All Adults,d,All Sectors,d,Number,36359,
20100331,Number of Long Stay Residents,S92000003,d,All Adults,d,Local Authority/Health Board Sectors,,Number,4422,
20100331,Number of Long Stay Residents,S92000003,d,All Adults,d,Private Sector,,Number,25976,
20100331,Number of Long Stay Residents,S92000003,d,All Adults,d,Voluntary or Not for Profit Sector,,Number,5961,
20100331,Number of Long Stay Residents,S12000005,,Learning Disabilities,,All Sectors,,Number,,:
20100331,Number of Long Stay Residents,S12000006,,Learning Disabilities,,All Sectors,,Number,,:
20100331,Number of Long Stay Residents,S12000008,,Learning Disabilities,,All Sectors,,Number,,:
20100331,Number of Long Stay Residents,S12000010,,Learning Disabilities,,All Sectors,,Number,,:
20100331,Number of Long Stay Residents,S12000011,,Learning Disabilities,,All Sectors,,Number,,:
20100331,Number of Long Stay Residents,S12000013,,Learning Disabilities,,All Sectors,,Number,,:
20100331,Number of Long Stay Residents,S12000014,,Learning Disabilities,,All Sectors,,Number,,:
20100331,Number of Long Stay Residents,S12000017,,Learning Disabilities,,All Sectors,,Number,,:
20100331,Number of Long Stay Residents,S12000018,,Learning Disabilities,,All Sectors,,Number,,:
20100331,Number of Long Stay Residents,S12000019,,Learning Disabilities,,All Sectors,,Number,,:
20100331,Number of Long Stay Residents,S12000020,,Learning Disabilities,,All Sectors,,Number,,:
20100331,Number of Long Stay Residents,S12000021,,Learning Disabilities,,All Sectors,,Number,,:
20100331,Number of Long Stay Residents,S12000023,,Learning Disabilities,,All Sectors,,Number,,:
20100331,Number of Long Stay Residents,S12000026,,Learning Disabilities,,All Sectors,,Number,,:
20100331,Number of Long Stay Residents,S12000027,,Learning Disabilities,,All Sectors,,Number,,:
20100331,Number of Long Stay Residents,S12000028,,Learning Disabilities,,All Sectors,,Number,,:
20100331,Number of Long Stay Residents,S12000029,,Learning Disabilities,,All Sectors,,Number,,:
20100331,Number of Long Stay Residents,S12000030,,Learning Disabilities,,All Sectors,,Number,,:
20100331,Number of Long Stay Residents,S12000033,,Learning Disabilities,,All Sectors,,Number,,:
20100331,Number of Long Stay Residents,S12000034,,Learning Disabilities,,All Sectors,,Number,,:
20100331,Number of Long Stay Residents,S12000035,,Learning Disabilities,,All Sectors,,Number,,:
20100331,Number of Long Stay Residents,S12000036,,Learning Disabilities,,All Sectors,,Number,,:
20100331,Number of Long Stay Residents,S12000038,,Learning Disabilities,,All Sectors,,Number,,:
20100331,Number of Long Stay Residents,S12000039,,Learning Disabilities,,All Sectors,,Number,,:
20100331,Number of Long Stay Residents,S12000040,,Learning Disabilities,,All Sectors,,Number,,:
20100331,Number of Long Stay Residents,S12000041,,Learning Disabilities,,All Sectors,,Number,,:
20100331,Number of Long Stay Residents,S12000042,,Learning Disabilities,,All Sectors,,Number,,:
20100331,Number of Long Stay Residents,S12000045,,Learning Disabilities,,All Sectors,,Number,,:
20100331,Number of Long Stay Residents,S12000047,,Learning Disabilities,,All Sectors,,Number,,:
20100331,Number of Long Stay Residents,S12000048,,Learning Disabilities,,All Sectors,,Number,,:
20100331,Number of Long Stay Residents,S12000049,,Learning Disabilities,,All Sectors,,Number,,:
20100331,Number of Long Stay Residents,S12000050,,Learning Disabilities,,All Sectors,,Number,,:
20100331,Number of Long Stay Residents,S92000003,d,Learning Disabilities,,All Sectors,d,Number,1965,
20100331,Number of Long Stay Residents,S92000003,d,Learning Disabilities,,Local Authority/Health Board Sectors,,Number,170,
20100331,Number of Long Stay Residents,S92000003,d,Learning Disabilities,,Private Sector,,Number,780,
20100331,Number of Long Stay Residents,S92000003,d,Learning Disabilities,,Voluntary or Not for Profit Sector,,Number,1015,
20100331,Number of Long Stay Residents,S12000005,,Mental Health Problems,,All Sectors,,Number,,:
20100331,Number of Long Stay Residents,S12000006,,Mental Health Problems,,All Sectors,,Number,,:
20100331,Number of Long Stay Residents,S12000008,,Mental Health Problems,,All Sectors,,Number,,:
20100331,Number of Long Stay Residents,S12000010,,Mental Health Problems,,All Sectors,,Number,,:
20100331,Number of Long Stay Residents,S12000011,,Mental Health Problems,,All Sectors,,Number,,:
20100331,Number of Long Stay Residents,S12000013,,Mental Health Problems,,All Sectors,,Number,,:
20100331,Number of Long Stay Residents,S12000014,,Mental Health Problems,,All Sectors,,Number,,:
20100331,Number of Long Stay Residents,S12000017,,Mental Health Problems,,All Sectors,,Number,,:
20100331,Number of Long Stay Residents,S12000018,,Mental Health Problems,,All Sectors,,Number,,:
20100331,Number of Long Stay Residents,S12000019,,Mental Health Problems,,All Sectors,,Number,,:
20100331,Number of Long Stay Residents,S12000020,,Mental Health Problems,,All Sectors,,Number,,:
20100331,Number of Long Stay Residents,S12000021,,Mental Health Problems,,All Sectors,,Number,,:
20100331,Number of Long Stay Residents,S12000023,,Mental Health Problems,,All Sectors,,Number,,:
20100331,Number of Long Stay Residents,S12000026,,Mental Health Problems,,All Sectors,,Number,,:
20100331,Number of Long Stay Residents,S12000027,,Mental Health Problems,,All Sectors,,Number,,:
20100331,Number of Long Stay Residents,S12000028,,Mental Health Problems,,All Sectors,,Number,,:
20100331,Number of Long Stay Residents,S12000029,,Mental Health Problems,,All Sectors,,Number,,:
20100331,Number of Long Stay Residents,S12000030,,Mental Health Problems,,All Sectors,,Number,,:
20100331,Number of Long Stay Residents,S12000033,,Mental Health Problems,,All Sectors,,Number,,:
20100331,Number of Long Stay Residents,S12000034,,Mental Health Problems,,All Sectors,,Number,,:
20100331,Number of Long Stay Residents,S12000035,,Mental Health Problems,,All Sectors,,Number,,:
20100331,Number of Long Stay Residents,S12000036,,Mental Health Problems,,All Sectors,,Number,,:
20100331,Number of Long Stay Residents,S12000038,,Mental Health Problems,,All Sectors,,Number,,:
20100331,Number of Long Stay Residents,S12000039,,Mental Health Problems,,All Sectors,,Number,,:
20100331,Number of Long Stay Residents,S12000040,,Mental Health Problems,,All Sectors,,Number,,:
20100331,Number of Long Stay Residents,S12000041,,Mental Health Problems,,All Sectors,,Number,,:
20100331,Number of Long Stay Residents,S12000042,,Mental Health Problems,,All Sectors,,Number,,:
20100331,Number of Long Stay Residents,S12000045,,Mental Health Problems,,All Sectors,,Number,,:
20100331,Number of Long Stay Residents,S12000047,,Mental Health Problems,,All Sectors,,Number,,:
20100331,Number of Long Stay Residents,S12000048,,Mental Health Problems,,All Sectors,,Number,,:
20100331,Number of Long Stay Residents,S12000049,,Mental Health Problems,,All Sectors,,Number,,:
20100331,Number of Long Stay Residents,S12000050,,Mental Health Problems,,All Sectors,,Number,,:
20100331,Number of Long Stay Residents,S92000003,d,Mental Health Problems,,All Sectors,d,Number,998,
20100331,Number of Long Stay Residents,S92000003,d,Mental Health Problems,,Local Authority/Health Board Sectors,,Number,37,
20100331,Number of Long Stay Residents,S92000003,d,Mental Health Problems,,Private Sector,,Number,385,
20100331,Number of Long Stay Residents,S92000003,d,Mental Health Problems,,Voluntary or Not for Profit Sector,,Number,576,
20100331,Number of Long Stay Residents,S12000005,,Older People Aged 65 and Older,,All Sectors,d,Number,170,
20100331,Number of Long Stay Residents,S12000005,,Older People Aged 65 and Older,,Local Authority/Health Board Sectors,,Number,40,
20100331,Number of Long Stay Residents,S12000005,,Older People Aged 65 and Older,,Private Sector,,Number,130,
20100331,Number of Long Stay Residents,S12000005,,Older People Aged 65 and Older,,Voluntary or Not for Profit Sector,,Number,0,
20100331,Number of Long Stay Residents,S12000006,,Older People Aged 65 and Older,,All Sectors,d,Number,971,
20100331,Number of Long Stay Residents,S12000006,,Older People Aged 65 and Older,,Local Authority/Health Board Sectors,,Number,0,
20100331,Number of Long Stay Residents,S12000006,,Older People Aged 65 and Older,,Private Sector,,Number,718,
20100331,Number of Long Stay Residents,S12000006,,Older People Aged 65 and Older,,Voluntary or Not for Profit Sector,,Number,253,
20100331,Number of Long Stay Residents,S12000008,,Older People Aged 65 and Older,,All Sectors,d,Number,786,
20100331,Number of Long Stay Residents,S12000008,,Older People Aged 65 and Older,,Local Authority/Health Board Sectors,,Number,,c
20100331,Number of Long Stay Residents,S12000008,,Older People Aged 65 and Older,,Private Sector,,Number,785,
20100331,Number of Long Stay Residents,S12000008,,Older People Aged 65 and Older,,Voluntary or Not for Profit Sector,,Number,0,
20100331,Number of Long Stay Residents,S12000010,,Older People Aged 65 and Older,,All Sectors,d,Number,565,
20100331,Number of Long Stay Residents,S12000010,,Older People Aged 65 and Older,,Local Authority/Health Board Sectors,,Number,,c
20100331,Number of Long Stay Residents,S12000010,,Older People Aged 65 and Older,,Private Sector,,Number,388,
20100331,Number of Long Stay Residents,S12000010,,Older People Aged 65 and Older,,Voluntary or Not for Profit Sector,,Number,53,
20100331,Number of Long Stay Residents,S12000011,,Older People Aged 65 and Older,,All Sectors,d,Number,506,
20100331,Number of Long Stay Residents,S12000011,,Older People Aged 65 and Older,,Local Authority/Health Board Sectors,,Number,28,
20100331,Number of Long Stay Residents,S12000011,,Older People Aged 65 and Older,,Private Sector,,Number,,c
20100331,Number of Long Stay Residents,S12000011,,Older People Aged 65 and Older,,Voluntary or Not for Profit Sector,,Number,,c
20100331,Number of Long Stay Residents,S12000013,,Older People Aged 65 and Older,,All Sectors,d,Number,174,
20100331,Number of Long Stay Residents,S12000013,,Older People Aged 65 and Older,,Local Authority/Health Board Sectors,,Number,103,
20100331,Number of Long Stay Residents,S12000013,,Older People Aged 65 and Older,,Private Sector,,Number,,c
20100331,Number of Long Stay Residents,S12000013,,Older People Aged 65 and Older,,Voluntary or Not for Profit Sector,,Number,,c
20100331,Number of Long Stay Residents,S12000014,,Older People Aged 65 and Older,,All Sectors,d,Number,811,
20100331,Number of Long Stay Residents,S12000014,,Older People Aged 65 and Older,,Local Authority/Health Board Sectors,,Number,112,
20100331,Number of Long Stay Residents,S12000014,,Older People Aged 65 and Older,,Private Sector,,Number,654,
20100331,Number of Long Stay Residents,S12000014,,Older People Aged 65 and Older,,Voluntary or Not for Profit Sector,,Number,45,
20100331,Number of Long Stay Residents,S12000017,,Older People Aged 65 and Older,,All Sectors,d,Number,1646,
20100331,Number of Long Stay Residents,S12000017,,Older People Aged 65 and Older,,Local Authority/Health Board Sectors,,Number,226,
20100331,Number of Long Stay Residents,S12000017,,Older People Aged 65 and Older,,Private Sector,,Number,1261,
20100331,Number of Long Stay Residents,S12000017,,Older People Aged 65 and Older,,Voluntary or Not for Profit Sector,,Number,159,
20100331,Number of Long Stay Residents,S12000018,,Older People Aged 65 and Older,,All Sectors,d,Number,678,
20100331,Number of Long Stay Residents,S12000018,,Older People Aged 65 and Older,,Local Authority/Health Board Sectors,,Number,0,
20100331,Number of Long Stay Residents,S12000018,,Older People Aged 65 and Older,,Private Sector,,Number,,c
20100331,Number of Long Stay Residents,S12000018,,Older People Aged 65 and Older,,Voluntary or Not for Profit Sector,,Number,179,
20100331,Number of Long Stay Residents,S12000019,,Older People Aged 65 and Older,,All Sectors,d,Number,514,
20100331,Number of Long Stay Residents,S12000019,,Older People Aged 65 and Older,,Local Authority/Health Board Sectors,,Number,,c
20100331,Number of Long Stay Residents,S12000019,,Older People Aged 65 and Older,,Private Sector,,Number,339,
20100331,Number of Long Stay Residents,S12000019,,Older People Aged 65 and Older,,Voluntary or Not for Profit Sector,,Number,41,
20100331,Number of Long Stay Residents,S12000020,,Older People Aged 65 and Older,,All Sectors,d,Number,502,
20100331,Number of Long Stay Residents,S12000020,,Older People Aged 65 and Older,,Local Authority/Health Board Sectors,,Number,0,
20100331,Number of Long Stay Residents,S12000020,,Older People Aged 65 and Older,,Private Sector,,Number,451,
20100331,Number of Long Stay Residents,S12000020,,Older People Aged 65 and Older,,Voluntary or Not for Profit Sector,,Number,51,
20100331,Number of Long Stay Residents,S12000021,,Older People Aged 65 and Older,,All Sectors,d,Number,938,
20100331,Number of Long Stay Residents,S12000021,,Older People Aged 65 and Older,,Local Authority/Health Board Sectors,,Number,37,
20100331,Number of Long Stay Residents,S12000021,,Older People Aged 65 and Older,,Private Sector,,Number,817,
20100331,Number of Long Stay Residents,S12000021,,Older People Aged 65 and Older,,Voluntary or Not for Profit Sector,,Number,84,
20100331,Number of Long Stay Residents,S12000023,,Older People Aged 65 and Older,,All Sectors,d,Number,102,
20100331,Number of Long Stay Residents,S12000023,,Older People Aged 65 and Older,,Local Authority/Health Board Sectors,,Number,92,
20100331,Number of Long Stay Residents,S12000023,,Older People Aged 65 and Older,,Private Sector,,Number,,c
20100331,Number of Long Stay Residents,S12000023,,Older People Aged 65 and Older,,Voluntary or Not for Profit Sector,,Number,0,
20100331,Number of Long Stay Residents,S12000026,,Older People Aged 65 and Older,,All Sectors,d,Number,607,
20100331,Number of Long Stay Residents,S12000026,,Older People Aged 65 and Older,,Local Authority/Health Board Sectors,,Number,175,
20100331,Number of Long Stay Residents,S12000026,,Older People Aged 65 and Older,,Private Sector,,Number,379,
20100331,Number of Long Stay Residents,S12000026,,Older People Aged 65 and Older,,Voluntary or Not for Profit Sector,,Number,53,
20100331,Number of Long Stay Residents,S12000027,,Older People Aged 65 and Older,,All Sectors,d,Number,121,
20100331,Number of Long Stay Residents,S12000027,,Older People Aged 65 and Older,,Local Authority/Health Board Sectors,,Number,106,
20100331,Number of Long Stay Residents,S12000027,,Older People Aged 65 and Older,,Private Sector,,Number,0,
20100331,Number of Long Stay Residents,S12000027,,Older People Aged 65 and Older,,Voluntary or Not for Profit Sector,,Number,,c
20100331,Number of Long Stay Residents,S12000028,,Older People Aged 65 and Older,,All Sectors,d,Number,857,
20100331,Number of Long Stay Residents,S12000028,,Older People Aged 65 and Older,,Local Authority/Health Board Sectors,,Number,45,
20100331,Number of Long Stay Residents,S12000028,,Older People Aged 65 and Older,,Private Sector,,Number,731,
20100331,Number of Long Stay Residents,S12000028,,Older People Aged 65 and Older,,Voluntary or Not for Profit Sector,,Number,,c
20100331,Number of Long Stay Residents,S12000029,,Older People Aged 65 and Older,,All Sectors,d,Number,2324,
20100331,Number of Long Stay Residents,S12000029,,Older People Aged 65 and Older,,Local Authority/Health Board Sectors,,Number,252,
20100331,Number of Long Stay Residents,S12000029,,Older People Aged 65 and Older,,Private Sector,,Number,1708,
20100331,Number of Long Stay Residents,S12000029,,Older People Aged 65 and Older,,Voluntary or Not for Profit Sector,,Number,364,
20100331,Number of Long Stay Residents,S12000030,,Older People Aged 65 and Older,,All Sectors,d,Number,556,
20100331,Number of Long Stay Residents,S12000030,,Older People Aged 65 and Older,,Local Authority/Health Board Sectors,,Number,,c
20100331,Number of Long Stay Residents,S12000030,,Older People Aged 65 and Older,,Private Sector,,Number,457,
20100331,Number of Long Stay Residents,S12000030,,Older People Aged 65 and Older,,Voluntary or Not for Profit Sector,,Number,40,
20100331,Number of Long Stay Residents,S12000033,,Older People Aged 65 and Older,,All Sectors,d,Number,1435,
20100331,Number of Long Stay Residents,S12000033,,Older People Aged 65 and Older,,Local Authority/Health Board Sectors,,Number,,c
20100331,Number of Long Stay Residents,S12000033,,Older People Aged 65 and Older,,Private Sector,,Number,1079,
20100331,Number of Long Stay Residents,S12000033,,Older People Aged 65 and Older,,Voluntary or Not for Profit Sector,,Number,207,
20100331,Number of Long Stay Residents,S12000034,,Older People Aged 65 and Older,,All Sectors,d,Number,1586,
20100331,Number of Long Stay Residents,S12000034,,Older People Aged 65 and Older,,Local Authority/Health Board Sectors,,Number,221,
20100331,Number of Long Stay Residents,S12000034,,Older People Aged 65 and Older,,Private Sector,,Number,1214,
20100331,Number of Long Stay Residents,S12000034,,Older People Aged 65 and Older,,Voluntary or Not for Profit Sector,,Number,151,
